prompt_id,layer,olmo_score
30,13,-0.000668287277221675
30,14,-0.02175235748291015
30,15,-0.021947860717773424
30,16,-0.013961791992187524
30,17,0.026943206787109375
30,18,0.2613525390625
30,19,-0.009700775146484375
30,20,-0.030857086181640625
30,21,0.0791778564453125
30,22,-0.0560302734375
30,23,-0.05130767822265625
30,24,0.0050973892211914
30,25,0.039989471435546875
30,26,-0.02536773681640625
30,27,0.0081644058227539
30,28,0.0
30,29,0.0014636516571045
30,30,0.0
30,31,0.0
31,1,-3.4098047763109207e-07
31,2,-6.631307769566774e-07
31,3,4.865578375756741e-07
31,4,7.0165260694921025e-06
31,5,2.5419285520911217e-06
31,6,3.5662087611854076e-06
31,7,1.7890124581754208e-06
31,8,4.217255627734105e-05
31,9,6.09084963798523e-07
31,10,8.403556421399117e-06
31,11,3.6197598092257977e-06
31,12,-1.7585407476872206e-06
31,13,-7.394410204142332e-07
31,14,-1.8774881027638912e-06
31,15,1.8562423065304756e-07
31,16,-1.690175849944353e-06
31,17,5.617621354758741e-07
31,18,0.33984796330332756
31,19,-1.4677061699330807e-06
31,20,-1.7468410078436136e-06
31,21,0.0001568184234201908
31,22,-2.086919266730547e-06
31,23,-2.060114638879895e-06
31,24,3.322318661957979e-06
31,25,1.531786983832717e-05
31,26,-1.7116835806518793e-06
31,27,1.3856333680450916e-06
31,28,5.238689482212067e-10
31,29,6.05359673500061e-09
31,30,-1.341104507446289e-07
31,31,0.0
